S1_mean,S1_rms,S1_std,S1_var,S1_skew,S1_kurt,S1_p2p,S1_crest,S1_shape,S1_margin,S1_impulse,S2_mean,S2_rms,S2_std,S2_var,S2_skew,S2_kurt,S2_p2p,S2_crest,S2_shape,S2_margin,S2_impulse,S3_mean,S3_rms,S3_std,S3_var,S3_skew,S3_kurt,S3_p2p,S3_crest,S3_shape,S3_margin,S3_impulse,S4_mean,S4_rms,S4_std,S4_var,S4_skew,S4_kurt,S4_p2p,S4_crest,S4_shape,S4_margin,S4_impulse,load,label
0.1139259478333333,7.082141304207899,7.087133324726477,50.22745876244858,-0.2998806411266708,4.076368159823941,74.9419,5.696892827601174,1.43901174308634,10.52391313235598,8.197895678022434,0.0321060710666666,4.336869310094443,4.340368949456031,18.83880261740205,-0.3126144824632821,3.158647401020186,40.2293,5.754312204408241,1.390199577921267,9.982753566690516,7.999642397795532,0.08303483305,3.6110139533959895,3.613071287469261,13.054284128334784,-0.1427837955429412,2.9540289794442858,34.2424,5.3301649476870105,1.4323030336190845,9.850863597086615,7.634411424262214,0.0643346960833333,3.7981743506715313,3.800798103295631,14.446066222015668,0.4562384102393473,2.373760936359803,28.6146,4.387950225890329,1.406601018257908,7.762873540559474,6.172095255802355,10.0,0.0
0.1089502621666666,8.482111199905127,8.488488143727764,72.05443096620682,-0.1444820839047778,1.3006763870144322,68.05930000000001,4.7165851822889895,1.3177625984525632,7.507778658469344,6.215339545635995,-0.0209137369833333,4.33502951972441,4.338596076191163,18.82341591234135,-0.2238750739050974,0.932760682035287,30.7599,3.6564226213176223,1.2911706276792612,5.634688677216567,4.721065491027324,0.0087883843333332,4.794962823763795,4.798955567253337,23.0299745364718,-0.1333734245008594,0.9505541895551076,34.5337,3.8644303785144007,1.322404793588406,6.23438252606871,5.110341257036102,0.0764865963166666,5.477451153224512,5.481486912127414,30.04669876782413,-0.124253650807626,0.5345060558037411,36.1161,3.5507208473325518,1.3197174850447997,5.758331326755462,4.685948386737854,70.0,0.0
-0.06934650145,8.346628287318065,8.353304195408535,69.77769098102982,-0.0881715623178807,0.7847183631549033,55.4716,3.6291780294115887,1.3392759493769324,6.023948236648747,4.86047085079811,-0.0279393013999999,4.307933495821128,4.311437256710633,18.58849121855251,-0.0881636225820157,0.7844522210570646,31.1519,3.739287065509717,1.2894411616457968,5.762148667141469,4.821590657477952,0.0198265968666666,4.540319426634477,4.544064436669606,20.64852160460546,-0.1705061525726736,0.9142968433507584,32.6305,3.939546608785328,1.3126787855307227,6.283323492131285,5.171359257962002,0.1676419841666666,5.655096787718868,5.657327823904568,32.0053581071248,-0.2813777049098355,0.8094552892617246,38.3567,3.415184695325168,1.3031052626472373,5.340957659380387,4.450345149390528,80.0,0.0
-0.0427917203333333,6.310488106514237,6.315608220098693,39.88690718977818,0.1425518932255606,0.5289167316947987,43.9293,3.7070983424960553,1.2754878706013648,5.600975400936555,4.728358970980143,-0.0452257921666666,3.7576121473766495,3.7604750096673527,14.141172298332677,-0.0599675807927273,0.0645823898336259,24.2577,3.3761866585557323,1.2591565187551288,5.033580047104891,4.251147439654547,0.0358977963166666,3.854227457562913,3.8572760172571257,14.878578273306994,0.0283868528254689,0.4022685846371265,25.6368,3.5596238548606864,1.2868665998676518,5.480869938831638,4.580761046912355,-0.5112815352333333,5.2362292846635405,5.215556060638878,27.202025021666937,0.1322285896490387,0.8092609709561227,34.5043,3.5669561023052365,1.3039795707868196,5.633529889701379,4.651237887299409,60.0,0.0
-0.1215512682499999,6.8352308957171966,6.839852287816772,46.78357931915232,0.0658713519953557,0.6483435947619953,44.304100000000005,3.3423157679010496,1.3100470050019462,5.298881760812567,4.37859076150955,-0.0285141056666666,4.330868655474535,4.334388283607229,18.78692179307162,-0.0246258632953868,0.5371405108217351,29.3914,3.555245200183267,1.290946482640213,5.474941781910593,4.589631286100089,0.0106829356666666,4.265110650438681,4.268655968217162,18.221423774996,-0.1709854044978512,0.8686045949586676,30.738,3.937482840749443,1.29654830838534,6.103967425000427,5.1051367164699935,-0.0377177056666666,4.891138488420071,4.895073986823647,23.96174933647756,-0.3257835774355366,0.5166282412995664,29.335800000000003,3.360833073714476,1.294264960010702,5.195647843112677,4.349808483753709,70.0,0.0
-0.0277373369,7.344531909224604,7.350607593417984,54.03143199241413,0.0044419456526034,1.2817114634285778,49.3329,3.5863279410519744,1.3504756369476978,5.967242845936002,4.84324851049549,-0.0313277091166666,4.504092629845475,4.507741698260178,20.319735218233557,-0.2516931573461894,2.5568856195169936,37.2085,4.227155514928476,1.401359858161434,7.425418166585866,5.923766052826491,0.0311413184666666,4.205635851437852,4.209029541670459,17.715929682654636,-0.0684378546268458,1.881236294866663,34.336600000000004,4.371895392159039,1.3579312727365087,7.293462727258313,5.936733474145401,0.1422610791333333,4.508414201955576,4.50992899067455,20.33945950092676,-0.5211796944894056,1.6204963686719775,35.655,4.621469782204653,1.360664993736459,7.845854194252767,6.288272152256728,30.0,0.0
-0.0041794539166666,5.878711885882272,5.883615457704161,34.61693085413534,0.0817406616011035,1.564824686248242,44.0908,3.7965119626968153,1.3694542190596122,6.470541252753605,5.199149325025443,-0.0385435126833333,4.408661657523864,4.412171510403139,19.46725743721312,-0.3643524852870575,4.402005171383336,38.9737,4.995552326501206,1.4704711513593964,9.404111797260736,7.345815581226339,0.0301985319499999,3.3699401114962573,3.372616487787432,11.37454197369563,-0.1211522797604897,0.8610642810331219,22.0531,3.3935617909014884,1.3392163151144638,5.6495373195130885,4.544713316724332,0.12384020205,3.573858649011537,3.57469252176735,12.778426625179415,-0.3738481742177517,1.557453503124318,27.3579,4.023382403211992,1.348700319759656,6.664801396287444,5.426337133727387,30.0,0.0
-0.0115388497999999,7.740850665870458,7.747300842023225,60.02067033681378,-0.1642068047085899,0.4268252857277681,48.5189,3.495739831192972,1.2906271475679616,5.453171457585758,4.511696726972293,0.0041109185583333,4.528549017504006,4.532325664693182,20.5419759308365,-0.2198471595552207,0.5687466309919285,31.9289,3.787482465951872,1.2897262457112055,5.877400348976227,4.884815541509127,-0.0468597539999999,4.731069304561493,4.734784532475296,22.418184568967312,-0.2272704260423741,0.490857457676908,29.2919,3.3567675672576023,1.3004299038242677,5.295221538941889,4.365240924649224,0.0403173991666666,4.846167246692711,4.850042922575671,23.52291635082636,-0.2392570123600066,0.1172726684824567,29.074,3.137304023169232,1.2741431542944146,4.76271624388682,3.997374444061402,90.0,0.0
0.0557070895,6.153656002130968,6.158538102938947,37.927591565350845,0.4236803737676575,6.176964342287427,67.7564,5.924559316831321,1.5006611188724026,11.341395565618605,8.890755813222006,0.0001610793499999,3.60010080053967,3.603104636254612,12.98236301979948,0.1034696070255996,2.490835509466017,30.6085,4.852808565077146,1.3752307823565586,8.250968981284608,6.673731719577653,0.0823019372333333,3.385054700687815,3.386877610872296,11.470939951028027,-0.2840635384716947,2.7515685434455888,30.0659,5.27704914085151,1.363219331215472,8.851988770941249,7.193775400582777,0.0908759248499999,3.846233770413921,3.848368357453093,14.809939014646217,-0.2350630887063877,2.3310995439734814,33.3058,4.744901399489295,1.3922643046537688,8.28519206779859,6.606156847610658,30.0,0.0
-0.0341179685,6.810296649245669,6.815893467077014,46.456403754543125,-0.0814623016941157,1.7945677566172948,52.8144,4.5790663176844335,1.366435435720384,7.750153306233325,6.256998478997663,-0.0105802648749999,4.3943886719088,4.398042498752176,19.34277782083028,-0.2933582475769947,1.3880251799591292,29.9233,3.609876409295737,1.3397990023327586,5.895803959714064,4.83650881171899,-0.0284121450999999,3.8660984931340896,3.869219785029786,14.970861744865935,-0.4312401930627512,2.821668256780659,35.322199999999995,4.691422122900097,1.4030398944180782,8.253369438868463,6.582252399984389,-0.0469538675,3.8769485795863914,3.879898836488657,15.053614981386035,-0.2498815293778013,0.537571651723677,25.6904,3.5904783657164354,1.3035358896117568,5.633009987846211,4.680317410585941,20.0,0.0
