S1_mean,S1_rms,S1_std,S1_var,S1_skew,S1_kurt,S1_p2p,S1_crest,S1_shape,S1_impulse,S2_mean,S2_rms,S2_std,S2_var,S2_skew,S2_kurt,S2_p2p,S2_crest,S2_shape,S2_impulse,S3_mean,S3_rms,S3_std,S3_var,S3_skew,S3_kurt,S3_p2p,S3_crest,S3_shape,S3_impulse,S4_mean,S4_rms,S4_std,S4_var,S4_skew,S4_kurt,S4_p2p,S4_crest,S4_shape,S4_impulse,load,label
-0.053347248250000014,4.216108500542595,4.221050595500619,17.817268129776124,-0.18798141909672314,0.4920431754441825,26.381,3.1906436938870932,1.298777432030984,4.1439360232725315,-0.04424339975000002,3.299173410718553,3.3030080792361987,10.909862371499601,0.028909531672550188,0.9079012378679998,22.8159,3.6763754098510173,1.3155276851873268,4.836373632800918,-0.021658112227499984,2.6312285433293536,2.6344345097898683,6.940245186371783,-0.09611883317592157,0.2116051230749485,15.508000000000001,3.4418104892329104,1.2848138585328863,4.422085815010297,0.18328866507500002,2.7787814004561544,2.7762023675770546,7.707299585740443,0.09864459279328562,0.09492967688840004,15.92877,3.159258946586763,1.2854212563976664,4.060978604407125,0.0,0.0
-0.01245642362499996,5.341706257658218,5.348381394353258,28.6051835394641,-0.10275953516740138,2.4771006991204514,42.5878,4.1162503026962325,1.4577544177407782,6.000482063282249,-0.025273646049999994,3.190700359866605,3.194596005501186,10.205443638364132,0.24320708765821544,2.0132387585558664,24.540599999999998,4.189738456217459,1.3801810029240151,5.782597424491527,-0.05145299050000002,2.7496219561116266,2.7525833828421042,7.576715279498482,-0.40341239838965887,2.8250695860199597,22.95017,5.058768158685488,1.385618556153709,7.009523031954143,0.08993369482499998,2.7022503876067336,2.704135714560712,7.312349962762773,0.14961663005845155,2.163392975725345,22.334400000000002,4.488037102565121,1.3854369691986725,6.217892521029013,0.0,0.0
-0.028908218399999984,6.049730010437301,6.0572372267517745,36.690122821147526,0.22559650625707098,3.113591824713824,50.272999999999996,4.220039564733331,1.4456806627479029,6.100829594766053,0.12860392180000005,4.498005810453087,4.501797725249887,20.266182759065053,-0.4720502097889309,4.633430243575932,42.1686,5.271380473741897,1.472787586939226,7.763623727760883,-0.053050924725000004,3.094460489139369,3.0978804813812286,9.596863476922792,-0.03466675534186676,1.1710400993616163,22.69371,4.2369905985280445,1.3124258340977804,5.560735920337622,0.09777122630000001,3.4928846210809086,3.4958885645326845,12.221236855630394,0.049356450688932615,1.7374638021955802,26.84,3.8828078998507087,1.3463010754556,5.227428451356508,0.0,0.0
-0.05694923742500002,4.9239147947029975,4.929751496210305,24.302449814387746,-0.16116828460014052,0.3452657321022481,27.6647,2.9299247857659556,1.3015931381696821,3.813569996506244,0.03304137720000002,3.7716528176499517,3.776231329236772,14.259923051909318,-0.28032538825547065,1.3337134867144576,26.1587,3.758935587510857,1.3457883518641693,5.058731729079809,-0.007907064822500037,3.012312138656859,3.016074212974671,9.09670365817078,-0.06329680947412278,0.3359373200946183,18.73938,3.24361140222229,1.3111913677356601,4.252995270882827,-0.17485353957500005,2.9227478977666537,2.921166641938186,8.533214549972419,-0.06397261551690582,0.10642744251429637,16.27756,2.993395361497065,1.2789469525931463,3.8283938754931306,0.0,0.0
0.06818092474999993,8.120750431503499,8.130633859032061,66.1072069496386,-0.054335836101452734,2.169028629361179,64.4923,4.294110537459752,1.4154463985997652,6.0780832954367074,-0.11573679350000007,4.215872722132421,4.2195615356020575,17.80469955273239,-0.07877521720865643,1.679159380077694,29.8942,3.9014223350842827,1.3784054389592082,5.37774176635711,-0.042264415425000014,3.9156189381702866,3.92029426906153,15.368707156036677,-0.1395649983520855,1.946250926052672,29.7572,4.106375072216166,1.3529753458398381,5.5558242334797585,-0.3732158285,4.510148188042505,4.5003087193974665,20.252778569884864,0.42818283660037454,1.2508444360125095,32.1951,4.266799935979984,1.3191611365753555,5.628596653087009,0.0,0.0
-0.19884446,5.731407433152707,5.735130456135907,32.891721348897654,-0.13187614619779897,3.5287592872343607,51.2492,4.706784557656353,1.4904524081845782,7.015238378764897,-0.021035652249999988,4.410137690846379,4.415610489336905,19.4976159935421,-0.6127639845638897,7.351140449458555,45.525800000000004,5.839817666794277,1.580092629372345,9.227452852180042,-0.07203732789999998,3.409264420753104,3.4127719003930372,11.647012044112303,0.02031940601494997,3.617734778589222,29.2961,4.5209458985276525,1.4553096641028986,6.579376257013656,0.3358072251,3.298897743476186,3.2858716058312343,10.796952210007934,0.20037557227693809,1.661086312162925,24.4533,4.103794980239201,1.3322136768596784,5.4671317997027575,0.0,0.0
0.022296093250000003,3.0259523860168183,3.0296596873608945,9.178837821219714,-0.18710388307587575,1.5857243227383595,22.659399999999998,3.966552829933818,1.3449292207195986,5.3347328065060085,0.07361007782249998,2.502482031344335,2.5045318070600886,6.272679572575673,-0.040250907186371115,0.72508589727037,16.65697,3.6456245782108816,1.346561876294313,4.909059072300309,-0.052622793675000015,2.06700166620716,2.0689194762452647,4.28042779918698,-0.028743719341562373,1.9094690552191196,16.10246,4.033683250628005,1.361715532165943,5.4927291342177655,0.06646007672500001,2.0474256627091436,2.048909460533907,4.198029977465346,0.008719226738640085,1.1593553372242216,13.49718,3.3058636136483415,1.3221153894441213,4.370733159007828,0.0,0.0
-0.04239445875,7.014059431207357,7.0227151968605925,49.31852873621671,0.018465779377924388,0.5315739270938966,40.840599999999995,2.927990588249816,1.3247961026860011,3.8789905200146477,0.027034525300000008,5.466590688326507,5.473369833244283,29.957777331468552,0.04859151925434291,2.9734431732123348,46.545500000000004,4.413427193574253,1.432815502037516,6.323626900067119,-0.01201273799999996,3.505267177963233,3.509636384572033,12.31754755191185,0.22861045751993012,1.0795499704642815,24.4812,3.6083697355559097,1.307524121947523,4.718030470144757,0.15108173275000003,3.535287642736731,3.536481270466052,12.506699776357182,-0.2791368337062738,1.2106944479061141,24.356499999999997,4.03107227477763,1.323883062928384,5.336668310018298,0.0,0.0
0.02382335694,5.366545100529124,5.373212940778043,28.87141730694462,-0.05226005056452899,2.6659025327458803,47.6115,4.492816057322009,1.3872603919184188,6.2327057644978945,0.014136524399999982,3.7749211445134425,3.779622159043865,14.285543665135407,-0.08355689590402829,0.921383219929008,25.558500000000002,3.4245218655199823,1.3315466443768724,4.55991059862836,-0.02523897172499999,3.2150288407683005,3.2189559853105547,10.361677635366643,-0.31737401736010074,0.9597455309327674,22.15897,3.8109455954591214,1.3180696994917844,5.023091915786344,0.08359484239999994,3.303660364322659,3.306738575263166,10.934520005133475,-0.07415543853138833,1.3816519276931043,24.66382,4.449186168994589,1.3417664670614395,5.9697688072704915,0.0,0.0
-0.06190937500000002,5.40313607071813,5.409547544811989,29.263204639581417,-0.21747346106020693,1.078586796896733,33.1169,3.126276995233053,1.3618990555299981,4.257673687133056,0.029139693425000005,4.296225505442026,4.301506930898648,18.502961876569106,0.03467201694332921,2.4903097700232504,33.113299999999995,3.942437374049652,1.4260462494242445,5.622098030853474,-0.035010611602499964,2.9864514157081676,2.989986012735079,8.940016356351414,0.35166013127570633,2.5584201680115397,23.94122,4.802823821126451,1.404989194052873,6.747915569622392,0.11560309984999999,3.3617838080558973,3.3640032088845193,11.316517589385343,0.1138014875229731,1.658613562441455,25.2337,4.041068901410485,1.376931702429146,5.564275882052618,0.0,0.0
