S1_mean,S1_rms,S1_std,S1_var,S1_skew,S1_kurt,S1_p2p,S1_crest,S1_shape,S1_impulse,S2_mean,S2_rms,S2_std,S2_var,S2_skew,S2_kurt,S2_p2p,S2_crest,S2_shape,S2_impulse,S3_mean,S3_rms,S3_std,S3_var,S3_skew,S3_kurt,S3_p2p,S3_crest,S3_shape,S3_impulse,S4_mean,S4_rms,S4_std,S4_var,S4_skew,S4_kurt,S4_p2p,S4_crest,S4_shape,S4_impulse,load,label
-0.09573921090000004,4.149184151223847,4.15223376204818,17.241045214692782,-0.3236676945847051,1.4857125279493948,31.789299999999997,4.419471233782488,1.3571448945789644,5.9978628216665,-0.04375337820000001,3.2489305408608673,3.2518894309272763,10.574784870976526,0.025565640217213016,0.9574276580492467,22.8159,3.733228472402548,1.3280716814988274,4.95799501476295,-0.03444087398199997,2.6039086758450276,2.606288490888112,6.792739697735832,-0.14690995471837523,1.0704744596495477,19.38968,4.509336333076077,1.3267844204547325,5.982917193315811,0.14797024632000003,2.6627742937435923,2.661322419336863,7.0826370196650155,0.07927747336454835,0.4799375088395914,16.94461,3.2968960308152013,1.323001872153283,4.3617996210632395,0.0,0.0
0.05355624280000008,6.659126541678215,6.6655800904967055,44.429957942826064,0.08684522794799537,1.7716772111318582,50.272999999999996,3.833851157537243,1.3917970338337926,5.335942669220587,0.04172427855999999,4.480996579660255,4.485289854810822,20.117825081668887,-0.2708290747886428,3.869331949092933,42.1686,5.291389890281443,1.442391123884436,7.632253810753794,-0.06456492940000001,3.2661724958200153,3.2688047220604433,10.685084310964651,-0.14704926424575018,1.22324779632189,23.49221,4.258715673407136,1.317033857993226,5.6088727334436195,0.075384038,3.4870979525590444,3.4897745529499655,12.178526430417131,0.032953500728495594,1.7109769327372781,26.84,3.8892512296786026,1.3539262316565734,5.265759261364445,0.0,0.0
-0.02305050746000002,4.460401712779989,4.4648091958994245,19.93452115578807,-0.08760947059590395,0.9259365428969071,27.6647,3.2343947762965994,1.3382110291460017,4.328302762252324,0.01365176424,3.5126085331848294,3.5160998639462018,12.3629582532425,-0.25106291016485865,1.682152242370032,26.1587,4.036145749251928,1.3572358068324455,5.478001532479286,0.02732496662000003,2.8115107628163947,2.8141935766050015,7.91968548660485,-0.03387973360144773,0.4101630162523957,17.058239999999998,3.189961112229857,1.309695323335971,4.1778771503110566,0.0036649789799999724,2.7243921255993464,2.7271181435160066,7.437173368694191,0.06596435483701563,0.5639628673705119,16.338839999999998,3.233829637523936,1.2988099450401065,4.200130093781531,0.0,0.0
-0.0015506868000000793,7.551506113835634,7.5590688067458185,57.13952122511765,-0.037111326358008574,2.603638301633973,64.4923,4.61780729225786,1.4201425819432059,6.557944770943241,-0.030509496840000004,3.9577260789839017,3.9615720355507325,15.694052992857573,-0.1461102058745083,1.9759577304166402,29.8942,4.1558965102058805,1.3902372362564326,5.777682078516377,-0.06938596939800003,3.663282292123657,3.666293244046381,13.441706151340137,-0.15998249170801376,2.337644046449208,29.7572,4.389233129691126,1.3688907130065413,6.008380468454819,-0.3686798888000001,4.267763231650903,4.256067005315265,18.11410635373325,0.4096929659365386,1.3785408025226022,32.1951,4.509130182593532,1.316037928192173,5.934186343449187,0.0,0.0
-0.08953617279999998,5.248198907162918,5.2526904112100885,27.59075655601841,-0.18828905362213863,4.449586947841191,51.2492,5.140144357558851,1.5125054885233509,7.7744965526100955,0.06490890328000003,4.050948317082865,4.0544847755963485,16.43884679554257,-0.6763562916325048,8.71292031480938,45.525800000000004,6.357622458769369,1.5882050815815876,10.097208295794738,-0.06689712091999998,3.100231715634078,3.1026140420012416,9.626213893623282,0.027906849560786567,4.753860454361535,29.2961,4.971596130145265,1.5042007329367075,7.478278542829807,0.23473728565999993,3.031779994493515,3.025706221365202,9.15489813800809,0.27075078105018224,2.2581776260262822,24.4533,4.465363589900474,1.3590880596902521,6.068822337209334,0.0,0.0
-0.05286536919999995,4.969213372263291,4.973908556102393,24.73976632446859,-0.11313282961634652,2.5043684718110946,38.3602,4.0858579575850476,1.4444892525714816,5.901977907265266,7.379741800003359e-05,4.4339590108590174,4.438399631297978,19.699391287106028,0.13972250630092684,6.515255277635154,46.545500000000004,5.441277183869557,1.5799435259065147,8.596910659317539,-0.032699271539999984,2.9078874709503566,2.9106156855016416,8.471683668688192,0.32676670153203785,2.5985475537390403,24.4812,4.349652497338997,1.3765291641873791,5.987423516667597,0.1282150424,2.854967253974514,2.854943138631448,8.150700324818784,-0.49435374847608193,2.877549230376122,24.356499999999997,4.9916509480662565,1.3968054309104352,6.97236515346817,0.0,0.0
-0.04997007344799999,6.032247600198138,6.03808172880952,36.458430963783364,0.037817942059787356,1.0926511762028852,40.3829,3.404551895271246,1.3459604708472643,4.582392271983233,0.005318291719999934,4.166593740750877,4.170763197249712,17.39526564753264,-0.05486360168233787,1.1084418650103114,31.6143,4.069943233040995,1.3306745099116273,5.415769716994969,-0.03525171141999998,3.1379998711730597,3.140944375735908,9.865531571467033,-0.2040205317530184,0.6253800107478935,22.6985,3.9044934681338264,1.2923595060127184,5.046009249707318,0.17442901551999998,3.2886462943800203,3.2873061511741275,10.806381731547257,0.12534278893147702,0.5828052924877349,21.5815,3.4959977361041945,1.2994442765147858,4.542854248889244,0.0,0.0
-0.01325145940000001,5.543665134443326,5.549201275070927,30.7936347912488,-0.14583694720587406,2.1662803100203263,47.6115,4.349270638696529,1.3898369755678832,6.0447771504121794,0.02800714254000002,4.148694256402125,4.152754552561271,17.245370373818364,-0.026935028622802355,2.346539206790247,33.113299999999995,4.082633945334117,1.4007757346236496,5.718854563974847,-0.022689850441999965,3.167954354558822,3.171045730560462,10.055531025305733,0.15761568692580002,1.9764016821379942,26.0557,4.527653619553967,1.387425797696942,6.281783434805109,0.06465623787999997,3.4166118949334554,3.4194211928471416,11.692441294092168,-0.037700614871596885,1.855299365094421,28.2838,4.302098234159043,1.3812003958716925,5.94205978409938,0.0,0.0
-0.03938339706000005,6.584444479533328,6.590920916620927,43.440238529151245,0.07456535380335005,2.8234459062052624,51.3328,4.002964879106714,1.468269587626082,5.877431592327704,0.03926409085999999,4.7445574337016625,4.749146487273034,22.5543923575778,-0.20020933989866063,5.887330421792026,49.1442,5.801531625369047,1.5260966031826986,8.853697706732703,0.018933396648000027,3.4492810677078194,3.452683515391162,11.921023457453872,-0.23624677741870787,2.041806798405025,27.0471,4.378390656936537,1.3893338374125803,6.083046293093028,-0.44583617262,3.341881995617118,3.315326251837917,10.991388156125652,0.3778102652223341,1.5204581426600328,23.1582,3.808333153801204,1.3284361263328899,5.059127342620789,0.0,0.0
-0.038762336799999984,5.5813301037668035,5.586785081202467,31.212167543546453,0.03160838914107385,0.5928499078400229,38.0363,3.4132903171490976,1.3116003336599824,4.476872718851143,-0.055392531080000015,3.4942415894254704,3.497301558223066,12.231118189149488,-0.033632885924691595,0.2513447606191508,22.8497,3.371232268441082,1.2756775689480317,4.3006053845640775,-0.052937688400000016,3.1713723832603287,3.174106219874069,10.07495029504325,-0.1962875335898017,0.5565402757043518,21.182029999999997,3.973295620063939,1.2812643241885382,5.090841927442502,-0.20702545919999993,4.072254657999776,4.071061968325192,16.573545549943784,0.33859882611953596,1.3269113160767123,28.4772,3.8069328423617597,1.3114637766920698,4.992654523056829,0.0,0.0
