S1_mean,S1_rms,S1_std,S1_var,S1_skew,S1_kurt,S1_p2p,S1_crest,S1_shape,S1_margin,S1_impulse,S2_mean,S2_rms,S2_std,S2_var,S2_skew,S2_kurt,S2_p2p,S2_crest,S2_shape,S2_margin,S2_impulse,S3_mean,S3_rms,S3_std,S3_var,S3_skew,S3_kurt,S3_p2p,S3_crest,S3_shape,S3_margin,S3_impulse,S4_mean,S4_rms,S4_std,S4_var,S4_skew,S4_kurt,S4_p2p,S4_crest,S4_shape,S4_margin,S4_impulse,load,label
-0.040534336944444437,4.950786441963603,4.953373141472145,24.535905478657625,-0.0073756222014591324,2.138662363666408,42.5878,4.441274180931767,1.387190031325178,7.765954750319991,6.160891270170442,-8.261646666663896e-05,3.9236519906875653,3.925833614667926,15.412169570056633,-0.22752515581721383,4.161790759294346,42.1686,6.043018100554078,1.4303152807273904,10.911959594728902,8.643421130934708,-0.031071319212222205,2.8029938962844554,2.8043800994356043,7.8645477421104495,-0.1412337095726228,1.420011186290636,23.38005,4.962443913430629,1.3332680853952685,8.100732912929116,6.616268095341059,0.13181395128888893,2.848951154571354,2.847482541916568,8.108156826519638,-0.04967782776918758,1.323776074473681,25.4056,4.6605923652621355,1.3360064927144115,7.6656763902653084,6.226581659885429,0.0,0.0
-0.04512993425555555,5.823817197908787,5.826880390283722,33.95253508267298,0.07426559337155504,2.4821865267841092,50.272999999999996,4.383739930773812,1.4127291950672152,7.851853014889339,6.193037383786097,-0.01655874488888887,3.7481494335361463,3.750196878135765,14.063976624779238,-0.23723720799195555,1.9552629637517285,28.9891,4.388272210503205,1.3788926028596644,7.553338834417439,6.050956090397498,-0.029779502687777785,3.122068467830154,3.123662290617096,9.757266105823243,-0.2018152521503483,1.6769752300022134,27.1851,5.150111269396648,1.3381784982484344,8.433533902594624,6.891768164293544,-0.21795851712222228,3.387171818105967,3.3820313496833507,11.438136050240987,0.10792370552651066,1.399702431674232,26.5134,4.003989383562978,1.3304577770951553,6.480195704795289,5.3271388147678005,0.0,0.0
-0.017992262222222263,6.03755188340075,6.040882052675642,36.49225597433868,-0.1623470246508269,5.107182548413132,64.4923,5.7757516081763445,1.5210170364805544,11.518208297187627,8.78501659451618,0.021859325587777798,3.755588612212035,3.7576131388536025,14.119656501285222,-0.40802584851843837,6.875934284079918,45.525800000000004,6.857620112132224,1.480923664377551,12.976757621073592,10.155611905368046,-0.05285872656666666,3.257374270697969,3.258756285851392,10.61949253057596,0.004014049251591871,3.525922366955095,30.2277,4.731755923367499,1.439609928221795,8.676057502850803,6.811882805202138,0.1664559645888889,3.4298216520513605,3.4276848523792305,11.749023447230027,0.3859626702481314,2.6277471771695495,31.393,5.6107582120167425,1.3834280825612233,9.619303607834269,7.762080474964959,0.0,0.0
-0.020165542804444433,5.948829430125369,5.952102893983377,35.427528860565296,-0.010325903149180181,1.7067640368721309,47.6115,4.053049475229596,1.3889010973975278,7.087762756845902,5.629284863952859,0.025954006866666685,4.479991745186768,4.4824074831708485,20.091976845186018,0.01591446270556101,3.7483229375020386,46.545500000000004,5.385367065892704,1.4317367095652316,9.780224008654796,7.710427722722186,-0.03662171331111111,3.2319010114266122,3.233490401369327,10.455460175747572,-0.007972446029011756,1.2615305477168945,24.9006,3.9135790221547784,1.3241830185122876,6.311238101579748,5.182294882743282,0.1240744212888889,3.269419211577851,3.2688806013851046,10.685580386111843,-0.19048739703727163,1.5846271711817286,24.8041,4.495783210653591,1.3463326976099017,7.4494007351183535,6.052819937868554,0.0,0.0
-0.049394942811111106,6.087784336184735,6.090968755054383,37.09990037504874,-0.014031576279442357,2.5355952541873297,51.3328,4.329539048112591,1.430853144504745,7.925246176683121,6.194934561247981,0.034764358666666696,4.550755011630376,4.5531524550457005,20.73119727888869,-0.1126189437484569,4.74179074569067,49.1442,6.0486007112341795,1.4841848800095263,11.622510906430135,8.977241720828635,-0.005041718129999969,3.2517220677627834,3.2535261761369005,10.585432578808001,-0.032167800839082876,2.276368680204934,29.445700000000002,4.64440062381793,1.3992017588991534,8.18954796204111,6.498453521878372,-0.19630760707777778,3.350741839115241,3.3468463026813233,11.201380173771643,0.2582998881844004,1.5056566714966264,25.2337,4.054385760613284,1.34963797498705,6.732048974944705,5.471952987770442,0.0,0.0
-0.05581059903333333,6.117128402821679,6.120274896793738,37.4577648123236,0.12014491143282018,1.1723309949066856,45.309,3.8856630815589726,1.3510870493015816,6.532542955171503,5.249869067443603,0.0012658541777777878,4.1572383668615585,4.159549677333575,17.301853518205853,0.2087554974343356,3.8267194662380906,44.7457,6.3299473539368325,1.3881915630948933,10.925778114327715,8.787179511569954,-0.03573160883333335,3.27922998347255,3.2808585115526685,10.764032572827592,-0.10160880468582177,1.3675686980853214,27.0506,4.3541929269870385,1.3294474105247749,7.094840806261569,5.788670511708209,-0.0015466674666666336,4.048467541584284,4.050718270639199,16.408318508090225,0.2440179713574888,1.546663038283664,31.0928,4.475372425218887,1.34513916531179,7.374610204220293,6.019998728518335,0.0,0.0
0.01396646541111115,5.194721798544466,5.197591376784837,27.014956120028103,-0.02307692122133745,2.9228622931197705,48.279399999999995,4.965828970326752,1.4218212954115674,8.94792839381904,7.060521379382273,0.03368821403222224,3.5597492818481786,3.5615690709941648,12.684774247462236,-0.20951160106698824,2.3332945609450437,29.6355,4.395590464695919,1.3906718135484457,7.625217795739662,6.112823763154929,-0.005749095488888914,2.9265409521795323,2.9281625142981147,8.574135710140656,-0.07855969415661625,1.6166017334031562,23.2549,4.3601303410761965,1.3757401375477663,7.519701096704994,5.9984063151583555,0.11172069967111112,3.0257836307952037,3.0254016472041063,9.15305512690532,-0.14514811936969516,1.5895559146872902,25.6455,4.82479971516116,1.35235238614712,8.045910765522272,6.524829407480141,0.0,0.0
-0.07983022377777776,4.922628557352626,4.924717926585361,24.252846656431217,-0.05741760749897718,2.923247737295375,43.4478,4.494631220337081,1.447327566382303,8.375427059118042,6.505203665916389,0.0750441886,3.7188931357893087,3.7202032478624654,13.839912205406435,-0.17963788503115002,5.062514976392741,42.8612,6.061642315843392,1.474423292644442,11.479295081280974,8.937426622158695,-0.05032884558888891,2.9745608077081096,2.9757886767297848,8.855318248553203,-0.3512031133672744,2.9500854478188776,25.667099999999998,5.065151117757371,1.404979009283058,8.950894968505475,7.116430999295725,0.08756735478888884,2.6643173832551117,2.6643585794753686,7.098806640024003,0.2139739491548165,3.0378712839026747,24.357100000000003,5.195326985814517,1.3928036809083442,9.036269091205561,7.236070549364912,0.0,0.0
-0.01995614177111114,5.429174967450063,5.432156994463136,29.508329612494766,0.05833626571830106,2.2761100478300857,49.0556,4.634461064683201,1.4009331028368057,8.161138852252211,6.492569919323002,-0.01618559399999999,3.8075025192751513,3.809585141265923,14.512938948554105,-0.04265150279391452,1.1574929660577604,28.5017,4.066497637655561,1.315653844819499,6.442120599523799,5.350103251930949,-0.03971654426666669,2.9752427509462875,2.97663179481157,8.86033684188315,-0.161840162420936,1.3468440875796057,22.5938,3.8285951613114757,1.3515961323727488,6.3599953582973185,5.174714412449611,-0.12751239814999998,3.3062672214808217,3.3056444085662497,10.92728495588531,-0.17163581933640362,1.2147763621783314,26.194499999999998,4.061075255129037,1.3383436485872,6.681639234779326,5.4351142741365885,0.0,0.0
-0.06561832741111111,5.9072777837851795,5.910197682496183,34.93043664618326,-0.09124574551721787,2.975396535271088,52.40219999999999,4.45514854104871,1.4381578348068327,8.171909826708672,6.407206779537432,-0.0022632623777777837,4.178965304642064,4.181288275318227,17.483171641313678,-0.2999996065563221,4.357048891576321,41.449600000000004,5.739219699517049,1.4738438237304499,10.927054541046338,8.458713507165331,-0.02377481283666666,3.249334720909776,3.2510543849854967,10.569354614133427,-0.0862408171106224,2.3996371044983675,29.4455,4.699669720614179,1.3687095436504084,7.902806036458013,6.432482798609476,0.16202104335555553,3.22706128437864,3.22478346759624,10.39922841288203,-0.31427252142894285,2.6466444867049237,29.287,4.6051186173433445,1.3769692694773428,7.824454992177405,6.341106818379775,0.0,0.0
