S1_mean,S1_rms,S1_std,S1_var,S1_skew,S1_kurt,S1_p2p,S1_crest,S1_shape,S1_margin,S1_impulse,S2_mean,S2_rms,S2_std,S2_var,S2_skew,S2_kurt,S2_p2p,S2_crest,S2_shape,S2_margin,S2_impulse,S3_mean,S3_rms,S3_std,S3_var,S3_skew,S3_kurt,S3_p2p,S3_crest,S3_shape,S3_margin,S3_impulse,S4_mean,S4_rms,S4_std,S4_var,S4_skew,S4_kurt,S4_p2p,S4_crest,S4_shape,S4_margin,S4_impulse,load,label
-0.021091484049999963,5.547958877769842,5.550694827838905,30.810213071797573,0.025247490769862622,2.645385135472374,50.272999999999996,4.601710387994538,1.4149632058805217,8.298316746775226,6.511250883130451,-0.0010145498200000206,3.9137501201702563,3.915708332545585,15.332771745566925,-0.18540858104114097,3.8084680357202334,42.1686,6.058307064061753,1.409599376759117,10.679143947254778,8.539785861716803,-0.049502901690999995,2.9536607087301134,2.954723580380524,8.730391436456705,-0.15292644381592238,1.37542793588179,23.49221,4.709308675464044,1.329724055959964,7.649622323194563,6.2620810327054945,0.11167714216,3.102436064624311,3.101976790856368,9.622260011011573,0.03904385175564964,1.6941326248511714,26.84,4.371468006913565,1.3523480955631928,7.303481264180515,5.911746433964986,0.0,0.0
-0.012300597130000075,6.201629948113142,6.204720885738049,38.498561269913964,-0.04720954931647308,3.664525241167855,64.4923,5.622941112539243,1.4338140314573595,10.255527467096703,8.062251865217222,-0.00842886630000001,3.741791978696315,3.743654780714449,14.014951117166147,-0.19210601986089862,1.9160364348000707,29.8942,4.395728061219118,1.37695991935018,7.556002286121194,6.0527413566616,-0.021030501388999992,3.2652894145250877,3.266855525370622,10.672345023644564,-0.13502288695383077,2.1539324632765133,29.7572,4.924218946251836,1.3541091292909893,8.200855493430145,6.667929829747266,-0.18250745491,3.5802315187330476,3.577365832974698,12.797546302934753,0.2932955254171518,1.9125500980386718,32.1951,5.375043457192379,1.340786602616879,8.818138286854978,7.206786255887053,0.0,0.0
-0.07120077099999997,5.110610203695169,5.112671171788091,26.139406510833016,-0.154302031557438,3.57882071923105,51.2492,5.278528184461211,1.479194907621109,10.107183193042408,7.8079720101895225,0.03249135034900004,4.246773762378588,4.248774386192381,18.05208378476445,-0.21566134875264228,7.44652237186618,49.8808,6.064462446328938,1.5854899558573305,12.788286412144721,9.615144296328507,-0.04979819622999997,3.0055986287538032,3.006689781181165,9.04018344025924,0.16196681342377034,3.8184895538933024,29.2961,5.128129834950935,1.4403158481083302,9.375209341637241,7.386126672436988,0.18147616402999997,2.944700999785706,2.940574324411012,8.64697735738528,-0.07533430434907927,2.5573972850975544,27.789,4.839540585287635,1.3777435903744455,8.232983773328737,6.667646021737032,0.0,0.0
-0.031610766424,5.793109451449141,5.795921892719221,33.59271058650196,-0.043291843605427295,1.5570140565624069,47.6115,4.161996282319279,1.3678385188378004,7.0895584317477205,5.692938830216034,0.016662717129999963,4.157653631170374,4.15970061180151,17.303109179821856,-0.040963602673156733,1.7077221475186182,33.895399999999995,4.078694740914818,1.3647533326943777,6.900011947161521,5.56641224070653,-0.028970780930999966,3.15301268504032,3.154457209436131,9.950600286163583,-0.02052814490489948,1.3030119061486065,26.5957,4.54910951295985,1.3384470430539228,7.50543250415223,6.088742176149583,0.11954262669999997,3.353239574660616,3.3527848681124195,11.241166371843615,0.03701923235554087,1.2678502009093169,28.2838,4.38340287734665,1.3400994437033613,7.232331594957421,5.87419575745996,0.0,0.0
-0.03907286693000002,6.103529914372111,6.106458840135695,37.28883956627138,0.05877961758938427,2.1832981112721415,51.3328,4.318369921958752,1.3967124636743833,7.596018413830033,6.031521092756362,-0.008064220110000015,4.166566303742468,4.168643342762168,17.377587319155342,-0.14734747426190728,5.238007513205488,49.1442,6.606327127274089,1.4249358552412483,11.845020892390727,9.413592395105765,-0.017002145876,3.3132418171146134,3.3148560355238366,10.988270536248807,-0.21624994136226794,1.4385587075623416,27.0471,4.558164128554934,1.3365567347191174,7.454680955392503,6.092244963975194,-0.32643081591,3.7250123001294053,3.7125385521285477,13.782942501040734,0.37624808247988933,1.561016897565838,28.4772,4.161811760852827,1.3254448536074508,6.667798375809925,5.516251980105342,0.0,0.0
-0.03929164192999995,5.527061863561154,5.529687735936226,30.577446456963504,0.1383149061875774,2.0245297841849936,45.309,4.300494654620218,1.3952900326632391,7.582831663474633,6.000437327113129,0.06596054183000001,4.1723996339147496,4.1739657284069,17.421989901915342,0.10228798933031297,4.234864760591688,44.7457,6.3069461961652715,1.4604690441347876,11.803410364447569,9.21109968252303,-0.022117327670000006,2.955145483443008,2.956541355861485,8.741136788919267,-0.02266487352509963,2.1054547379993434,27.0506,4.8317079751228995,1.3803535332916421,8.379395872625532,6.669465175294301,0.19081048297400002,3.343126792959898,3.3393471446895586,11.151239352746309,0.10647926804545375,2.324424325977658,30.966500000000003,5.419597018621763,1.3730137559718056,9.201878454567957,7.441181258391468,0.0,0.0
-0.01887817892999998,5.31511615075219,5.317742161109271,28.2783816920391,-0.14856919267113713,3.313104568811541,48.279399999999995,4.853346430886437,1.476071378631322,9.33787761385317,7.16388575721395,0.009993110838999982,3.7571993961696717,3.7590661098645017,14.130578018331837,-0.21645658664189546,4.4234492972389,42.8612,5.99984127086291,1.4456334176407357,11.03085143524152,8.673571041699484,-0.023799309150000007,3.1401831339685797,3.1416641707073367,9.870053761506217,-0.1747308298548758,2.242095221380575,25.5111,4.748321790123083,1.4098939061134503,8.49563366546517,6.694629956160245,0.10179229993000001,2.905410878723154,2.9050800663785292,8.43949019206988,0.0012325065368142282,3.068353510465788,28.440800000000003,5.024693790096828,1.4309811826684005,9.153293320229885,7.190242262299327,0.0,0.0
-0.07180571119399999,5.551246974212288,5.553560023757597,30.842028937478478,0.12192989326852634,2.1379470393619666,49.0556,4.532549194241235,1.398552719909422,7.974243677874703,6.3390090037293385,0.009782796800000014,3.7659926664893812,3.7678643636417397,14.196801862801372,-0.014988228766256896,1.1840332323756568,28.5017,4.111319742540358,1.3183409017004937,6.547904917487707,5.420120976559697,-0.03921263854,3.046953267430614,3.048225428203428,9.29167826114597,-0.2851470522082112,1.6359789154914033,26.269399999999997,4.94480836350507,1.3505227458412352,8.203194807180576,6.678076168739572,-0.12957473399500002,3.278049598034879,3.277126655257828,10.73955911460136,-0.16086086651967715,1.1557637839234172,26.194499999999998,4.09603320463766,1.3350036510865222,6.730244712109287,5.468219283162904,0.0,0.0
-0.03716724346999998,5.702354412254001,5.705086541974358,32.54801245141694,-0.09615991991556344,3.238698264545741,52.40219999999999,4.615251543019617,1.4437511500698954,8.495824544986531,6.663274723096431,0.024354276459999994,4.044485831562993,4.046436229213181,16.373646157088988,-0.313787650832789,4.618695303828575,41.449600000000004,5.930049207449289,1.474229662214622,11.25123225953924,8.742254440014051,-0.028172696752999982,3.1483747158678526,3.1498239699569495,9.921391041715358,-0.08365175131930427,2.5798954580754945,29.4455,4.850375631285233,1.3713348808580605,8.157743224731567,6.651489288445374,0.14950970967,3.152028910339963,3.150056500173864,9.922855954287611,-0.2911914840543381,2.6751939301734886,29.287,4.714741020061635,1.3684347430649406,7.910347163621124,6.451815416405779,0.0,0.0
-0.015935771659999994,6.175530659970377,6.178600171843073,38.17510008349926,0.0537524143442628,2.7789951635261563,57.8577,5.105164517173853,1.4150338434694432,9.165254777989722,7.223980568280342,0.03048424647999997,4.486446588822025,4.488587876626181,20.14742112619553,-0.17807416646640134,4.129536589618047,45.1236,5.528696153833555,1.434175498477888,10.075750478096099,7.929120562357021,-0.016495382350000004,3.339053241279807,3.340683255724402,11.16016461507739,-0.049549646361841344,1.5220530015604279,28.2465,4.553835743622935,1.3446843779583226,7.517342962279955,6.1234717842379816,0.07375557648,3.2539388837606626,3.25473065641898,10.593271645833523,-0.0053877724030232015,2.057165396877087,28.625799999999998,4.419167204327145,1.365960018387921,7.476510922810959,6.036405715682005,0.0,0.0
